category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;basisOfRecord;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex
NT;3664;Haematopus ostralegus;tjeld;Fugler;Espen Sundet Nilsen|Morten Tjemsland;02.08.2020 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;26.08.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;3;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;female
NT;3664;Haematopus ostralegus;tjeld;Fugler;;20.06.1995 00:00:00;Verholmen;710.0;Sortland;Nordland;1;HumanObservasjon;68,746588;15,380334;POINT (515386 7626154);species;;;Unknown
VU;3681;Larus canus;fiskemåke;Fugler;;20.06.1998 00:00:00;Verholmen;710.0;Sortland;Nordland;3;HumanObservasjon;68,746588;15,380334;POINT (515386 7626154);species;;;Unknown
VU;3531;Somateria mollissima;ærfugl;Fugler;;20.06.1998 00:00:00;Verholmen;710.0;Sortland;Nordland;5;HumanObservasjon;68,746588;15,380334;POINT (515386 7626154);species;;;Unknown
VU;3531;Somateria mollissima;ærfugl;Fugler;;29.05.1988 00:00:00;Verholmen;710.0;Sortland;Nordland;18;HumanObservasjon;68,7433;15,3953;POINT (515994 7625791);species;;;Male
LC;3694;Larus marinus;svartbak;Fugler;;01.06.1991 00:00:00;Jektbogen-Holten;710.0;Sortland;Nordland;4;HumanObservasjon;68,747184;15,347802;POINT (514070 7626212);species;;;Unknown
LC;3887;Haliaeetus albicilla;havørn;Fugler;Stig  Rasmussen;26.09.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;moving;Activity: FlyingBy. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;26.09.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;10;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3677;Larus argentatus;gråmåke;Fugler;Stig  Rasmussen;03.10.2020 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;03.10.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;204596;Gulosus aristotelis;toppskarv;Fugler;Stig  Rasmussen;03.10.2020 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3531;Somateria mollissima;ærfugl;Fugler;Stig  Rasmussen;03.10.2020 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;feeding;Activity: Forage. Validationstatus: Approved Documented;female colored
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;17.01.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;17.01.2021 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;9;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
NT;3506;Clangula hyemalis;havelle;Fugler;Stig  Rasmussen;17.01.2021 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;2;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3510;Cygnus cygnus;sangsvane;Fugler;Stig  Rasmussen;30.01.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;30.01.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;3;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;05.03.2021 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;7;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;4164;Corvus cornix;kråke;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;12;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Innmark Activity: Forage. Validationstatus: Approved Documented;
NT;3664;Haematopus ostralegus;tjeld;Fugler;Stig  Rasmussen;26.03.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Innmark Activity: Forage. Validationstatus: Approved Documented;
LC;4164;Corvus cornix;kråke;Fugler;Inge Hovden;31.03.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;1;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Inge Hovden;31.03.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;6;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;stationary;Knuffing mellom hannene Activity: TerritoryOutsideBreeding. Validationstatus: Approved Documented;male
LC;4183;Pica pica;skjære;Fugler;Stig  Rasmussen;17.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;7;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;20.04.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;20.04.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;5;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;3694;Larus marinus;svartbak;Fugler;Stig  Rasmussen;20.04.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;stationary;Activity: Resting. Validationstatus: Approved Documented;in pair
LC;3510;Cygnus cygnus;sangsvane;Fugler;Stig  Rasmussen;02.05.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;02.05.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;12;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;04.05.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;7000;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Mellom 7000 og 7500 i kveld ifølge Johnny Bakken.  Området Sandstrand - Breivik - Vik. Rastende og næringssøkende. Nye flokker kom til området i tidsperioden.. Validationstatus: Approved Media;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Inge Hovden;05.05.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;430;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Inge Hovden;05.05.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;2;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Inge Hovden;06.05.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;1400;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;2 leukistiske hvitkinngjess i flokkene Activity: Forage. Validationstatus: Approved Media;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Inga Bendiksen;17.05.2021 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;600;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;5 flokker observert fra Sortland sentrum til Frøskeland, 4 på ca 100 individer og en på ca 200 individer. Activity: Resting. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;02.06.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;06.06.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;06.06.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;female
LC;4277;Hirundo rustica;låvesvale;Fugler;Per Morten  Selle;01.07.2021 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;;Validationstatus: Approved Documented;
LC;4162;Corvus corax;ravn;Fugler;Per Morten  Selle;01.07.2021 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;;Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;25.07.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;;Validationstatus: Approved Documented;female
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;06.11.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;40;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Ca Activity: Forage. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;08.05.2021 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;4;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;11.05.2021 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;132;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2021 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;48;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2021 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;95;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;17.05.2021 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;330;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;1950;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;17.05.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;580;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Ingunn Tombre|Johnny Bakken;25.07.2017 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;33;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA-prosjekt.;
LC;3471;Anser anser;grågås;Fugler;Ingunn Tombre|Johnny Bakken;29.07.2017 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;40;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA-prosjekt.;
LC;3471;Anser anser;grågås;Fugler;Ingunn Tombre|Johnny Bakken;30.07.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;48;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA-prosjekt. Validationstatus: Approved Documented;
NT;3607;Cepphus grylle;teist;Fugler;Stig  Rasmussen;22.03.2022 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;22.03.2022 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;7;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Ole Lykke Henriksen;12.04.2022 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
NT;3664;Haematopus ostralegus;tjeld;Fugler;Ole Lykke Henriksen;12.04.2022 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;4;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;3694;Larus marinus;svartbak;Fugler;Ole Lykke Henriksen;12.04.2022 00:00:00;Jennestadosen, Sandstrand, Sortland, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,748964;15,321872;POINT (513020 7626405);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;4162;Corvus corax;ravn;Fugler;Eirik Kristoffersen|Elisabeth Josefine Sommer;07.09.2022 00:00:00;Bygdnes, Sortland, No;200.0;Sortland;Nordland;30;HumanObservasjon;68,732454;15,399415;POINT (516168 7624583);species;;Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Johnny Bakken;30.04.2023 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;33;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;6;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1986"", ""LastYearCount"":""1998"", ""LastIndividualCount"":""3""}""";
LC;3684;Larus fuscus;sildemåke;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;0;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1997"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""0""}""";
LC;3694;Larus marinus;svartbak;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;6;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1986"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""2""}""";
LC;3525;Mergus serrator;siland;Fugler;Jan Olav Nybo|Ken Adelsten Jensen;07.09.2023 00:00:00;Jennestadosen, Jennestad, Sortland, No;50.0;Sortland;Nordland;19;HumanObservasjon;68,747522;15,322438;POINT (513043 7626244);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
NT;3664;Haematopus ostralegus;tjeld;Fugler;Jan Olav Nybo|Ken Adelsten Jensen;07.09.2023 00:00:00;Jennestadosen, Jennestad, Sortland, No;50.0;Sortland;Nordland;6;HumanObservasjon;68,747522;15,322438;POINT (513043 7626244);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;18.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;8;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;05.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;27;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;02.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;16;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;07.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;45;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;274;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;02.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;120;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;07.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;210;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;16.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;260;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;07.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;520;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;18.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;68;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Christopher Reppe;20.06.2023 00:00:00;Ånstadsjøen, Sortland, No;15.0;Sortland;Nordland;2;HumanObservasjon;68,730508;15,405128;POINT (516401 7624367);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ulf Emil Rakvaag;13.05.2024 00:00:00;Vesterålsveien, Sortland, No;25.0;Sortland;Nordland;1;HumanObservasjon;68,730371;15,405586;POINT (516420 7624352);species;feeding;1 stk leucistisk hvitkinngås i flokk på cirka 400 individer. Activity: Forage. Validationstatus: Approved Documented;
VU;185920;Chloris chloris;grønnfink;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;4;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
NT;4397;Passer domesticus;gråspurv;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;10;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
NT;4426;Sturnus vulgaris;stær;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;2;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
VU;185920;Chloris chloris;grønnfink;Fugler;Ørnulf Nielsen;30.01.2022 00:00:00;Jægtbogen;;Sortland;Nordland;3;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
LC;4550;Turdus merula;svarttrost;Fugler;Ørnulf Nielsen;30.01.2022 00:00:00;Jægtbogen;;Sortland;Nordland;1;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
LC;4140;Bombycilla garrulus;sidensvans;Fugler;Ann Britt Pilegaard-Simonsen;07.08.2024 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;8;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting.;
VU;185920;Chloris chloris;grønnfink;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;10;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
LC;185969;Acanthis flammea;gråsisik;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;25;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
LC;4372;Parus major;kjøttmeis;Fugler;Ørnulf Nielsen;27.01.2024 00:00:00;Jægtbogen;;Sortland;Nordland;5;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
CR;3654;Vanellus vanellus;vipe;Fugler;Ulf Emil Rakvaag;26.04.2024 00:00:00;Vesterålsveien, Sortland, No;25.0;Sortland;Nordland;1;HumanObservasjon;68,730371;15,405586;POINT (516420 7624352);species;;Validationstatus: Approved Documented;
LC;3887;Haliaeetus albicilla;havørn;Fugler;User 209263;12.07.2024 00:00:00;Sortland;;Sortland;Nordland;1;HumanObservasjon;68,73417;15,395869;POINT (516023 7624773);species;;http://www.gbif.org/occurrence/4932704622;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;03.05.2024 00:00:00;SelnesÅnstadBygd, Sortland, No;300.0;Sortland;Nordland;34;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;05.05.2024 00:00:00;SelnesÅnstadBygd, Sortland, No;300.0;Sortland;Nordland;89;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2024 00:00:00;Sandstrand, Sortland, No;300.0;Sortland;Nordland;520;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;17.05.2024 00:00:00;Sandstrand, Sortland, No;300.0;Sortland;Nordland;550;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registrering som del av NINA-prosjekt. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Johnny Bakken;03.04.2025 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;7;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;
EN;3838;Sterna hirundo;makrellterne;Fugler;Tone M. Bjørstad;20.05.2007 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
CR;3654;Vanellus vanellus;vipe;Fugler;Tone M. Bjørstad;09.04.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
LC;3471;Anser anser;grågås;Fugler;Tone M. Bjørstad;09.04.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
EN;3838;Sterna hirundo;makrellterne;Fugler;Tone M. Bjørstad;21.05.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
NT;4275;Delichon urbicum;taksvale;Fugler;Tone M. Bjørstad;24.05.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
