category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;basisOfRecord;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex
LC;3559;Ardea cinerea;gråhegre;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;183926;Luscinia svecica;blåstrupe;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;4550;Turdus merula;svarttrost;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
NT;3935;Phalacrocorax carbo;storskarv;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
VU;3681;Larus canus;fiskemåke;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;3471;Anser anser;grågås;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;4250;Fringilla coelebs;bokfink;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;3635;Charadrius hiaticula;sandlo;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
LC;3525;Mergus serrator;siland;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
VU;4198;Emberiza citrinella;gulspurv;Fugler;;15.06.1985 00:00:00;Sortland kommune;707.0;Sortland;Nordland;1;HumanObservasjon;68,7407;15,3831;POINT (515502 7625498);species;;;not recorded
VU;3531;Somateria mollissima;ærfugl;Fugler;Karl-Birger Strann;05.04.2011 00:00:00;Jektbogen, Sortland, Sortland, No;300.0;Sortland;Nordland;66;HumanObservasjon;68,742953;15,371297;POINT (515023 7625746);species;feeding;Activity: Forage.;
NT;3799;Tringa totanus;rødstilk;Fugler;Tone Mette Bjørstad;26.04.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;
LC;4217;Plectrophenax nivalis;snøspurv;Fugler;Tone Mette Bjørstad;01.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;20;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone Mette Bjørstad;07.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;700;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Sannsynligvis nærmere 1000 individer på begge sider av vegen Activity: Resting.;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;50;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;stationary;minimum Activity: Resting.;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;20;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting.;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;19.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;20;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;stationary;ca Activity: Resting.;
LC;204585;Mareca penelope;brunnakke;Fugler;Tone Mette Bjørstad;26.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;male
LC;3523;Mergus merganser;laksand;Fugler;Tone Mette Bjørstad;26.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;male
LC;3454;Anas crecca;krikkand;Fugler;Tone Mette Bjørstad;31.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;6;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;
LC;204585;Mareca penelope;brunnakke;Fugler;Tone Mette Bjørstad;03.06.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;
LC;3523;Mergus merganser;laksand;Fugler;Tone Mette Bjørstad;08.06.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;5;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;observert i området Selnes / Bygdnes Activity: Forage.;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;22.06.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone Mette Bjørstad;22.06.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone Mette Bjørstad;11.05.2015 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;150;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;stationary;ca antall Activity: Resting. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;11.05.2015 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;stationary;Gåsa var merket med en brei ring rundt halsen. Dessverre får jeg ikke til å legge ut bilde.  Activity: Resting. Validationstatus: Approved Documented;
LO;3481;Anser indicus;stripegås;Fugler;Tone Mette Bjørstad;11.05.2015 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;09.04.2017 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3531;Somateria mollissima;ærfugl;Fugler;Tone Mette Bjørstad;09.04.2017 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;Tone Mette Bjørstad;12.04.2017 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;12.04.2017 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;22;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Inga Bendiksen;30.04.2017 00:00:00;Bygdnes, Sortland, No;500.0;Sortland;Nordland;200;HumanObservasjon;68,731561;15,404625;POINT (516380 7624484);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Stig  Rasmussen;13.05.2017 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;60;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Antall ca. Activity: Forage. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;27.05.2017 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;6;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;200;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;stationary;minimum Activity: Resting.;
LC;3471;Anser anser;grågås;Fugler;Torger Hjalmar Ugstad;10.08.2016 00:00:00;Sandstrandelva, Sortland, No;100.0;Sortland;Nordland;93;HumanObservasjon;68,7466;15,346935;POINT (514035 7626147);species;feeding;Telt på bilde. Activity: Forage.;
NE;3603;Alle alle;alkekonge;Fugler;Marian Leonhardsen;01.01.2018 00:00:00;Sortlandssundet Bygdneset, Sortland, No;100.0;Sortland;Nordland;2;HumanObservasjon;68,735272;15,405944999999999;POINT (516430 7624898);species;;Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;01.05.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;20;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;06.06.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;På innmark. Validationstatus: Approved Documented;
LC;3510;Cygnus cygnus;sangsvane;Fugler;Stig  Rasmussen;31.03.2019 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;in pair
LC;3887;Haliaeetus albicilla;havørn;Fugler;Stig  Rasmussen;27.04.2019 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;11.04.2020 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;1;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;;Validationstatus: Approved Documented;
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;11.04.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;20;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;
VU;3531;Somateria mollissima;ærfugl;Fugler;Stig  Rasmussen;11.04.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;60;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Ca Activity: Forage. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;11.04.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;stationary;Snø på innmark Activity: Resting. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Inge Hovden;19.04.2020 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;12;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;;Validationstatus: Approved Documented;
LC;4164;Corvus cornix;kråke;Fugler;Inge Hovden;19.04.2020 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;4;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;;Validationstatus: Approved Documented;
VU;3677;Larus argentatus;gråmåke;Fugler;Stig  Rasmussen;25.04.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;28.04.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;60;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Ca Activity: Forage. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;29.04.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;10.05.2020 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;1;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;16.05.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;male
NT;4426;Sturnus vulgaris;stær;Fugler;Stig  Rasmussen;16.05.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3510;Cygnus cygnus;sangsvane;Fugler;Stig  Rasmussen;19.05.2020 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;3;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
NT;3799;Tringa totanus;rødstilk;Fugler;Stig  Rasmussen;19.05.2020 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;2;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;27.05.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3684;Larus fuscus;sildemåke;Fugler;Stig  Rasmussen;27.05.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;stationary;Activity: Resting. Validationstatus: Approved Documented;in pair
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;31.05.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;reproductive;Activity: BroodOnEggs. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;31.05.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;male
VU;3681;Larus canus;fiskemåke;Fugler;Espen Sundet Nilsen|Morten Tjemsland;02.08.2020 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;5;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Stationary. Validationstatus: Approved Documented;
VU;3677;Larus argentatus;gråmåke;Fugler;;01.06.1991 00:00:00;Jektbogen-Holten;710.0;Sortland;Nordland;4;HumanObservasjon;68,747184;15,347802;POINT (514070 7626212);species;;;Unknown
VU;3681;Larus canus;fiskemåke;Fugler;;01.06.1991 00:00:00;Jektbogen-Holten;710.0;Sortland;Nordland;32;HumanObservasjon;68,747184;15,347802;POINT (514070 7626212);species;;;Unknown
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;26.09.2020 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;21;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;01.10.2020 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;male
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;03.10.2020 00:00:00;Storlibukta, Sortland, No;300.0;Sortland;Nordland;3;HumanObservasjon;68,735617;15,393108;POINT (515911 7624934);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3531;Somateria mollissima;ærfugl;Fugler;Stig  Rasmussen;17.01.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3694;Larus marinus;svartbak;Fugler;Stig  Rasmussen;17.01.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;moving;Activity: FlyingBy. Validationstatus: Approved Documented;
LC;3510;Cygnus cygnus;sangsvane;Fugler;Inge Hovden;31.03.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;3;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;;Validationstatus: Approved Documented;
VU;3531;Somateria mollissima;ærfugl;Fugler;Inge Hovden;31.03.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;32;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;;Validationstatus: Approved Documented;
LC;4164;Corvus cornix;kråke;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;in pair
LC;3510;Cygnus cygnus;sangsvane;Fugler;Stig  Rasmussen;08.04.2021 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;2;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
NT;3664;Haematopus ostralegus;tjeld;Fugler;Stig  Rasmussen;17.04.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;3;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
;3925;Gavia immer;islom;Fugler;Stig  Rasmussen;20.04.2021 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;1;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3559;Ardea cinerea;gråhegre;Fugler;Stig  Rasmussen;20.04.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;5;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;24.04.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;2;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;stationary;Activity: Resting. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Stig  Rasmussen;02.05.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;6;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;02.05.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;3;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;male
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Inge Hovden;06.05.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;21;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Inge Hovden;12.05.2021 00:00:00;Sandstrand, Sortland, No;250.0;Sortland;Nordland;360;HumanObservasjon;68,746112;15,354095;POINT (514325 7626094);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;02.06.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;27;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;06.06.2021 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;reproductive;Activity: BroodOnEggs. Validationstatus: Approved Documented;
NT;3607;Cepphus grylle;teist;Fugler;Stig  Rasmussen;06.11.2021 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;11.05.2021 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;1550;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematiske registreringer, NINA (MIGRAPOP-prosjektet). Validationstatus: Approved Documented;
VU;3531;Somateria mollissima;ærfugl;Fugler;;01.01.2013 00:00:00;Jektbogen-Holten;707.0;Sortland;Nordland;0;MachineObservation;68,747184;15,347802;POINT (514070 7626212);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1986"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""0""}""";
VU;3531;Somateria mollissima;ærfugl;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;0;MachineObservation;68,7433;15,3953;POINT (515994 7625791);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1988"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""0""}""";
LC;3840;Sterna paradisaea;rødnebbterne;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;1;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1986"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""0""}""";
VU;3531;Somateria mollissima;ærfugl;Fugler;;01.01.2013 00:00:00;Verholmen;707.0;Sortland;Nordland;1;MachineObservation;68,746588;15,380334;POINT (515386 7626154);species;;" NonValid dynamicProperties: ""{""FirstYearCount"":""1992"", ""LastYearCount"":""2007"", ""LastIndividualCount"":""0""}""";
LC;3523;Mergus merganser;laksand;Fugler;Jan Olav Nybo|Ken Adelsten Jensen;07.09.2023 00:00:00;Jennestadosen, Jennestad, Sortland, No;50.0;Sortland;Nordland;16;HumanObservasjon;68,747522;15,322438;POINT (513043 7626244);species;feeding;Activity: Forage. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;14.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;86;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Ingunn Tombre|Johnny Bakken;10.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;92;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;10.05.2023 00:00:00;SelnesÅnstadBygd, Sortland, No;500.0;Sortland;Nordland;62;HumanObservasjon;68,730749;15,405083;POINT (516399 7624394);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;16.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;650;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Ingunn Tombre|Johnny Bakken;21.05.2023 00:00:00;Sandstrand, Sortland, No;500.0;Sortland;Nordland;110;HumanObservasjon;68,746301;15,348058;POINT (514081 7626114);species;;Systematisk registering, MIGRAPOP-prosjektet. Validationstatus: Approved Documented;
LC;4183;Pica pica;skjære;Fugler;Ørnulf Nielsen;28.01.2018 00:00:00;Jægtbogen;;Sortland;Nordland;5;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
LC;4372;Parus major;kjøttmeis;Fugler;Ørnulf Nielsen;30.01.2022 00:00:00;Jægtbogen;;Sortland;Nordland;4;HumanObservasjon;68,742076;15,374473;POINT (515152 7625649);species;;;
LC;3525;Mergus serrator;siland;Fugler;Stig  Rasmussen;02.02.2025 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;17;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage.;
NT;3664;Haematopus ostralegus;tjeld;Fugler;Johnny Bakken;03.04.2025 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;5;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;
LC;3471;Anser anser;grågås;Fugler;obsr356533;05.06.2021 00:00:00;542 Vesterålsveien, Nordland, NO (68.746, 15.343);;Sortland;Nordland;4;HumanObservasjon;68,7462;15,342615;POINT (513860 7626101);species;;http://www.gbif.org/occurrence/3627281334;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone M. Bjørstad;27.04.2008 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
NT;3776;Numenius phaeopus;småspove;Fugler;Tone M. Bjørstad;09.04.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone M. Bjørstad;26.04.2009 00:00:00;Sortlandsundet;;Sortland;Nordland;1;HumanObservasjon;68,745204;15,332233;POINT (513441 7625988);species;;;
