category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;basisOfRecord;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter;Kingdom;Phylum;Class;Order;Family;Genus;FamilieNavn;OrdenNavn
LC;3471;Anser anser;grågås;Fugler;Marte Sørbø Hoholm;13.04.2011 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Fredrik Broms;18.05.2012 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;300;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;minst, grovt anslag Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;4332;Motacilla alba;linerle;Fugler;Tone Mette Bjørstad;24.04.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;erlefamilien;spurvefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;27.04.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;80;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Fordelt på flere små flokker Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3525;Mergus serrator;siland;Fugler;Tone Mette Bjørstad;27.04.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;reproductive;Vi så til sammen minst 20 silender av begge kjønn.  En silandhunn satt på en stein i fjæra med nebbet fullt av reirmateriale.  Hannen var  i nærheten. Activity: NestBuilding.;female;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone Mette Bjørstad;04.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;50;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;ca Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;07.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;50;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;ca Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
NT;3646;Pluvialis apricaria;heilo;Fugler;Tone Mette Bjørstad;07.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;12;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;;Yes;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis;lofamilien;vade-, måke- og alkefugler
LC;3525;Mergus serrator;siland;Fugler;Tone Mette Bjørstad;07.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;6;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;female;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;andefamilien;andefugler
LC;4162;Corvus corax;ravn;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;1;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus;kråkefamilien;spurvefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;800;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3454;Anas crecca;krikkand;Fugler;Tone Mette Bjørstad;18.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;possiblereproductive;Activity: InNestingHabitat.;in pair;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone Mette Bjørstad;18.05.2014 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;150;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;stationary;ca Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;19.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;20;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;ca Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone Mette Bjørstad;19.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;100;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;ca Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;29.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;32;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;03.06.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;35;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;ca Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;15.06.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;50;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;ca. Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;22.06.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;50;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;ca Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
EN;3479;Anser fabalis;taigasædgås;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;5;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;11.05.2015 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;100;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;stationary;ca antall Activity: Resting. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Gjermund Andreassen;17.05.2015 00:00:00;Bygdneset, Sortland, No;250.0;Sortland;Nordland;100;HumanObservasjon;68,731538;15,404185;POINT (516362 7624482);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Knut Olsen|Tor Olsen;25.05.2015 00:00:00;Bygdnes, Sortland, No;5.0;Sortland;Nordland;30;HumanObservasjon;68,73191;15,398418;POINT (516128 7624522);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3510;Cygnus cygnus;sangsvane;Fugler;Tone Mette Bjørstad;06.03.2016 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Cygnus;andefamilien;andefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Tone Mette Bjørstad;20.03.2016 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;10.04.2016 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;7;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3559;Ardea cinerea;gråhegre;Fugler;Stig  Rasmussen;03.05.2016 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;2;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardea;hegrefamilien;pelikan- og hegrefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;03.05.2016 00:00:00;Jennestadosen, Sortland, No;150.0;Sortland;Nordland;150;HumanObservasjon;68,747724;15,322384;POINT (513041 7626267);species;stationary;Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
NT;3646;Pluvialis apricaria;heilo;Fugler;Tone Mette Bjørstad;15.05.2016 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;17;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;;Yes;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis;lofamilien;vade-, måke- og alkefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Tone Mette Bjørstad;15.05.2016 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;500;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;ca. antall Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Tone Mette Bjørstad;15.05.2016 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;100;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;ca. antall Activity: Forage.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Tone Mette Bjørstad;12.04.2017 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;4;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
EN;3773;Numenius arquata;storspove;Fugler;Tone Mette Bjørstad;12.04.2017 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;snipefamilien;vade-, måke- og alkefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Inga Bendiksen;30.04.2017 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;500;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;05.05.2017 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;500;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;feeding;Antall ca. Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3499;Branta leucopsis;hvitkinngås;Fugler;Stig  Rasmussen;23.05.2017 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;40;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;antall ca. Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Oddvar Heggøy;20.06.2017 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Oddvar Heggøy;20.06.2017 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;12;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;reproductive;1+2+2+3+4 Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
LC;3471;Anser anser;grågås;Fugler;Oddvar Heggøy;20.06.2017 00:00:00;Verholmen, Å, Sortland, No;200.0;Sortland;Nordland;8;HumanObservasjon;68,746428;15,380128;POINT (515378 7626136);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
VU;3677;Larus argentatus;gråmåke;Fugler;Oddvar Heggøy;20.06.2017 00:00:00;Verholmen, Å, Sortland, No;200.0;Sortland;Nordland;6;HumanObservasjon;68,746428;15,380128;POINT (515378 7626136);species;reproductive;minimum Activity: RecentlyFledgedYoung.;in pair;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;4437;Acrocephalus schoenobaenus;sivsanger;Fugler;Oddvar Heggøy;20.06.2017 00:00:00;Jektbogen, Å, Sortland, No;50.0;Sortland;Nordland;1;HumanObservasjon;68,742976;15,371612;POINT (515036 7625749);species;possiblereproductive;Activity: Display/Song.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Acrocephalidae;Acrocephalus;kjerrsangerfamilien;spurvefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Rune Kristiansen;11.05.2014 00:00:00;Bygdneset, Sortland, Sortland, No;1265.0;Sortland;Nordland;1;HumanObservasjon;68,732095;15,40511;POINT (516399 7624544);species;stationary;1.ind i forgrunnen. Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
CR;3767;Limosa limosa;svarthalespove;Fugler;Tone Mette Bjørstad;15.05.2016 00:00:00;Bygdnes, Sortland, No;300.0;Sortland;Nordland;3;HumanObservasjon;68,733926;15,400627;POINT (516216 7624747);species;feeding;Activity: Forage.;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Limosa;snipefamilien;vade-, måke- og alkefugler
Unknown;3500;Branta ruficollis;rødhalsgås;Fugler;Johnny Bakken;15.05.2012 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;I flokk med rastende hvitkinngjess - fuglen er også observert i Skottland sammen med hvitkinngjess. Activity: Resting. Validationstatus: Approved Report;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Branta;andefamilien;andefugler
LO;3481;Anser indicus;stripegås;Fugler;Johnny Bakken;17.05.2014 00:00:00;Sandstrand, Sortland, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745291;15,346567;POINT (514021 7626001);species;stationary;Har kommet trekkende sammen med kortnebbgjess - Activity: Resting.;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
EN;3773;Numenius arquata;storspove;Fugler;Stig  Rasmussen;20.04.2018 00:00:00;Bygdneset, Sortland, No;300.0;Sortland;Nordland;1;HumanObservasjon;68,730521;15,404823;POINT (516388 7624368);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;snipefamilien;vade-, måke- og alkefugler
LC;3471;Anser anser;grågås;Fugler;Stig  Rasmussen;23.04.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;48;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;på snøfri innmark Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
;3473;Anser brachyrhynchus;kortnebbgås;Fugler;Stig  Rasmussen;23.04.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;3;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anser;andefamilien;andefugler
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;23.04.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;5;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;3461;Anas platyrhynchos;stokkand;Fugler;Stig  Rasmussen;23.04.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;andefamilien;andefugler
NT;3664;Haematopus ostralegus;tjeld;Fugler;Stig  Rasmussen;23.04.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;Yes;No;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;tjeldfamilien;vade-, måke- og alkefugler
LC;4183;Pica pica;skjære;Fugler;Stig  Rasmussen;01.05.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Pica;kråkefamilien;spurvefugler
LC;3501;Bucephala clangula;kvinand;Fugler;Stig  Rasmussen;23.04.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Bucephala;andefamilien;andefugler
LC;3510;Cygnus cygnus;sangsvane;Fugler;Stig  Rasmussen;06.06.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;;På innmark. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Anseriformes;Anatidae;Cygnus;andefamilien;andefugler
VU;3681;Larus canus;fiskemåke;Fugler;Stig  Rasmussen;06.06.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;2;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;reproductive;Activity: BroodOnEggs. Validationstatus: Approved Documented;;No;Yes;No;No;No;No;No;No;Animalia;Chordata;Aves;Charadriiformes;Laridae;Larus;måkefamilien;vade-, måke- og alkefugler
LC;4183;Pica pica;skjære;Fugler;Stig  Rasmussen;12.10.2018 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;5;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;innmark Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Passeriformes;Corvidae;Pica;kråkefamilien;spurvefugler
LC;3559;Ardea cinerea;gråhegre;Fugler;Stig  Rasmussen;13.04.2019 00:00:00;Jægtbogen - Sandstrand, Sortland, No;400.0;Sortland;Nordland;1;HumanObservasjon;68,745363;15,361434;POINT (514622 7626012);species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardea;hegrefamilien;pelikan- og hegrefugler
