category;validScientificNameId;validScientificName;preferredPopularName;taxonGroupName;collector;dateTimeCollected;locality;coordinateUncertaintyInMeters;municipality;county;individualCount;latitude;longitude;geometry;scientificNameRank;behavior;notes;sex;Ansvarsarter;Trua arter;Andre spesielt hensynskrevende arter;Spesielle okologiske former;Prioriterte arter;Fredete arter;NT;Fremmede arter;log_reason
LC;3635;Charadrius hiaticula;sandlo;Fugler;Arne Heggland|Håvard Hjermstad-Sollerud;26.06.2024 00:00:00;Storneset-Hamneneset, fjære og grunn sjø, Andøy, No;1311.0;Andøy;Nordland;6;69,293543;16,165714;POLYGON ((545512 7688014, 545549 7687896, 545625 7687830, 545704 7687764, 545821 7687455, 545856 7687266, 546047 7687009, 546250 7686745, 546416 7686830, 546018 7688135, 545488 7688179, 545340 7688311, 545222 7688196, 545369 7688064, 545436 7688002, 545512 7688014));species;feeding;Activity: Forage. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;1129633969;17.07.2019 00:00:00;Andenes Stadtgebiet, Hafen und Airport;25.0;Andøy;Nordland;1;69,308228;16,104137;POINT (543538 7689124);species;;http://www.gbif.org/occurrence/5013308510;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4164;Corvus cornix;kråke;Fugler;obsr1462336;22.08.2021 00:00:00;Kleivvatnet - Andenes;;Andøy;Nordland;3;69,30901;16,096539;POINT (543237 7689206);species;;http://www.gbif.org/occurrence/3655798117;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4348;Ficedula hypoleuca;svarthvit fluesnapper;Fugler;obsr1583418;11.08.2023 00:00:00;Kleivvatnet;;Andøy;Nordland;1;69,3084;16,092579;POINT (543082 7689135);species;;http://www.gbif.org/occurrence/4785442754;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4458;Phylloscopus collybita;gransanger;Fugler;obsr1462336;22.08.2021 00:00:00;Kjerringneset - Andenes;;Andøy;Nordland;1;69,31192;16,102266;POINT (543457 7689534);species;;http://www.gbif.org/occurrence/3554570643;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;obsr1125609;19.07.2023 00:00:00;Kleivvatnet, Andenes NO-18 (69.3067,16.0952);;Andøy;Nordland;1;69,306725;16,095192;POINT (543188 7688950);species;;http://www.gbif.org/occurrence/4733873904;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;obsr1462336;22.08.2021 00:00:00;Kleivvatnet - Andenes;;Andøy;Nordland;2;69,30901;16,096539;POINT (543237 7689206);species;;http://www.gbif.org/occurrence/3639621122;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;obsr1583418;11.08.2023 00:00:00;Kleivvatnet;;Andøy;Nordland;8;69,3084;16,092579;POINT (543082 7689135);species;;http://www.gbif.org/occurrence/4777736924;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3926;Gavia stellata;smålom;Fugler;obsr108585;31.07.2020 00:00:00;Kleivvatnet;;Andøy;Nordland;1;69,30731;16,095446;POINT (543197 7689016);species;;http://www.gbif.org/occurrence/3193272264;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4332;Motacilla alba;linerle;Fugler;obsr1125609;19.07.2023 00:00:00;Kleivvatnet, Andenes NO-18 (69.3067,16.0952);;Andøy;Nordland;1;69,306725;16,095192;POINT (543188 7688950);species;;http://www.gbif.org/occurrence/4688988199;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4332;Motacilla alba;linerle;Fugler;obsr1462336;22.08.2021 00:00:00;Kjerringneset - Andenes;;Andøy;Nordland;1;69,31192;16,102266;POINT (543457 7689534);species;;http://www.gbif.org/occurrence/3572967472;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4344;Motacilla flava subsp. thunbergi;såerle;Fugler;Håvar Hveding|Johnny Bakken|Ole Petter Bergland;30.05.2004 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;1;69,296024;16,127517;POINT (544485 7687780);subspecies;;;male;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3926;Gavia stellata;smålom;Fugler;Håvar Hveding|Johnny Bakken|Ole Petter Bergland;30.05.2004 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;4;69,296024;16,127517;POINT (544485 7687780);species;;;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Knut Olsen|Tor Olsen;22.05.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;10;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Knut Olsen|Tor Olsen;22.05.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: BroodOnEggs. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3525;Mergus serrator;siland;Fugler;Knut Olsen|Tor Olsen;23.05.2015 00:00:00;Steinsvatnan, Andenes, Andøy, No;5.0;Andøy;Nordland;2;69,301114;16,082826;POINT (542712 7688316);species;possiblereproductive;Activity: PairInSuitableHabitat. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Knut Olsen|Tor Olsen;24.05.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;male;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Knut Olsen|Tor Olsen;24.05.2015 00:00:00;Stor-Løngvatnet, Stormyra, Andøy, No;5.0;Andøy;Nordland;2;69,283609;16,092672;POINT (543135 7686371);species;reproductive;Activity: BroodOnEggs. Validationstatus: Approved Documented;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4162;Corvus corax;ravn;Fugler;Knut Olsen|Tor Olsen;24.05.2015 00:00:00;Stormyrraet, Stormyra, Andøy, No;5.0;Andøy;Nordland;2;69,277059;16,105077;POINT (543638 7685650);species;moving;Activity: FlyingBy.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Martin Eggen;13.08.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;103;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Resting. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3501;Bucephala clangula;kvinand;Fugler;Martin Eggen;13.08.2015 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3487;Aythya fuligula;toppand;Fugler;Magnhild Johansen|Martin Eggen|Atle Ivar Olsen;21.05.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;30;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3794;Tringa nebularia;gluttsnipe;Fugler;Oddvar Heggøy|Martin Eggen;23.05.2016 00:00:00;Langneset, Andøy, No;200.0;Andøy;Nordland;1;69,28032;16,177014;POINT (546471 7686066);species;;;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4277;Hirundo rustica;låvesvale;Fugler;Jan Olav Nybo|Ken Adelsten Jensen;15.06.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Rune  Botnermyr|Aurora Strand Botnermyr;05.07.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;100;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;John Stenersen;18.07.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;;Fire forskjellige kull.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;John Stenersen;18.07.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen|Rune Solvang;02.08.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: CarryingFoodForYoung.;female;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3461;Anas platyrhynchos;stokkand;Fugler;Jørn Helge Magnussen|Rune Solvang;02.08.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;22;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4332;Motacilla alba;linerle;Fugler;Jørn Helge Magnussen|Rune Solvang;02.08.2016 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;15;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3454;Anas crecca;krikkand;Fugler;Oddvar Heggøy|Martin Eggen;28.06.2016 00:00:00;Langneset, Andøy, No;200.0;Andøy;Nordland;10;69,28032;16,177014;POINT (546471 7686066);species;stationary;Activity: Resting.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4277;Hirundo rustica;låvesvale;Fugler;Oddvar Heggøy|Martin Eggen;30.05.2017 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;Oddvar Heggøy|Martin Eggen;30.05.2017 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Martin Eggen|Oddvar Heggøy;03.07.2017 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Martin Eggen|Oddvar Heggøy;03.07.2017 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;39;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;29.05.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;stationary;Activity: Stationary.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;184055;Oenanthe oenanthe;steinskvett;Fugler;Roy Salomonsen;22.07.2017 00:00:00;Kleivvatnet nord, Kleivvatnet, Andøy, No;100.0;Andøy;Nordland;1;69,309228;16,096121;POINT (543220 7689230);species;;;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Frantz Sortland;05.04.2018 00:00:00;Haugnes Andøya Flyplass, Andøy, No;5.0;Andøy;Nordland;6;69,286697;16,172514;POINT (546280 7686774);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Frantz Sortland;05.04.2018 00:00:00;Haugnes Andøya Flyplass, Andøy, No;5.0;Andøy;Nordland;1;69,286697;16,172514;POINT (546280 7686774);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4437;Acrocephalus schoenobaenus;sivsanger;Fugler;Oddvar Heggøy|Martin Eggen;14.06.2018 00:00:00;Fuglehullet, Andøya flystasjon, Andøy, No;200.0;Andøy;Nordland;1;69,280177;16,158428;POINT (545738 7686036);species;possiblereproductive;Activity: Display/Song. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4208;Emberiza schoeniclus;sivspurv;Fugler;Oddvar Heggøy;14.06.2018 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;1;69,296024;16,127517;POINT (544485 7687780);species;possiblereproductive;Activity: Display/Song. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4472;Phylloscopus trochilus;løvsanger;Fugler;Oddvar Heggøy;14.06.2018 00:00:00;Andøya flystasjon N, Andøya flystasjon, Andøy, No;400.0;Andøy;Nordland;3;69,307997;16,113486;POINT (543907 7689105);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3454;Anas crecca;krikkand;Fugler;Martin Eggen;12.07.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;14;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3487;Aythya fuligula;toppand;Fugler;Atle Ivar Olsen;24.07.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3810;Stercorarius longicaudus;fjelljo;Fugler;Kenneth Lunna;03.08.2018 00:00:00;Stormyra, Andøy, No;300.0;Andøy;Nordland;2;69,273734;16,099849;POINT (543438 7685275);species;moving;Activity: FlyingBy. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;185988;Spinus spinus;grønnsisik;Fugler;Audun Skrindo;14.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;4;69,30833;16,106119;POINT (543616 7689137);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3790;Tringa erythropus;sotsnipe;Fugler;Audun Skrindo;14.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;2;69,282071;16,175227;POINT (546397 7686260);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3732;Calidris alpina;myrsnipe;Fugler;Audun Skrindo;15.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;12;69,298101;16,154979;POINT (545564 7688032);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3454;Anas crecca;krikkand;Fugler;Audun Skrindo;15.08.2018 00:00:00;Andøya flystasjon, Andøy, No;25.0;Andøy;Nordland;6;69,290342;16,161716;POINT (545846 7687172);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3487;Aythya fuligula;toppand;Fugler;Bjørn Olav Tveit;14.09.2018 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;;Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Martin Eggen;05.06.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;9;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;male;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Martin Eggen|Oddvar Heggøy;21.07.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;4;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3487;Aythya fuligula;toppand;Fugler;Martin Eggen|Oddvar Heggøy;21.07.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung. Validationstatus: Approved Documented;female;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3487;Aythya fuligula;toppand;Fugler;Martin Eggen|Oddvar Heggøy;21.07.2019 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4140;Bombycilla garrulus;sidensvans;Fugler;Ola Johan Krey;11.10.2019 00:00:00;strandgata 107, Andøy, No;50.0;Andøy;Nordland;1;69,311625;16,099777;POINT (543359 7689500);species;dead;Activity: CollisionWindow. Validationstatus: Approved Media;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
Unknown;3783;Phalaropus tricolor;hvithalesvømmesnipe;Fugler;NSKF Sekretær;13.06.1993 00:00:00;Andøya flystasjon, Andøy, No;300.0;Andøy;Nordland;1;69,296024;16,127517;POINT (544485 7687780);species;;Validationstatus: Approved Report;female;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3635;Charadrius hiaticula;sandlo;Fugler;Line Selvaag;12.07.2005 00:00:00;Haugnes N, Andøya flystasjon, Andøy, No;620.0;Andøy;Nordland;1;69,290777;16,16133;POINT (545830 7687220);species;;Også observert ett individ den 13.09.2005, av Bjørn Harald Larsen, Miljøfaglig Utredning AS. Observatør/kilde: Geir Gaarder.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;8;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4332;Motacilla alba;linerle;Fugler;Anette Jensen;04.04.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;feeding;Haugnes, Den første i år Activity: Forage.;male;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;06.03.2011 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;stationary;Activity: Stationary.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4217;Plectrophenax nivalis;snøspurv;Fugler;Anette Jensen;27.09.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;900;69,282608;16,151574;POINT (545462 7686302);species;moving;tre flokker med mins 300 i hver flokk Activity: MigratingSouth.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;27.09.2010 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;;;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;1;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;5;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: Display/Song.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;Anette Jensen;21.05.2013 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;6;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3635;Charadrius hiaticula;sandlo;Fugler;Anette Jensen;30.03.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;20;69,282608;16,151574;POINT (545462 7686302);species;moving;Activity: MigratingNorth. Validationstatus: Approved Documented;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3732;Calidris alpina;myrsnipe;Fugler;Anette Jensen;06.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;5;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3732;Calidris alpina;myrsnipe;Fugler;Anette Jensen;17.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;21;69,282608;16,151574;POINT (545462 7686302);species;feeding;Activity: Forage.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;184055;Oenanthe oenanthe;steinskvett;Fugler;Anette Jensen;17.05.2012 00:00:00;Andøya Flystasjon S, Andøya flystasjon, Andøy, No;405.0;Andøy;Nordland;2;69,282608;16,151574;POINT (545462 7686302);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;27.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;3;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3461;Anas platyrhynchos;stokkand;Fugler;Anette Jensen;13.05.2008 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: NestBuilding.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3510;Cygnus cygnus;sangsvane;Fugler;Espen Bergersen;14.05.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3487;Aythya fuligula;toppand;Fugler;Anette Jensen;28.04.2009 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;6;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: PairInSuitableHabitat.;in pair;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3487;Aythya fuligula;toppand;Fugler;Atle Ivar Olsen;20.07.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;min. Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4164;Corvus cornix;kråke;Fugler;Atle Ivar Olsen;20.07.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;5;69,307254;16,095034;POINT (543181 7689009);species;feeding;min. Activity: Forage.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3487;Aythya fuligula;toppand;Fugler;Atle Ivar Olsen;30.05.2010 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;20;69,307254;16,095034;POINT (543181 7689009);species;possiblereproductive;Activity: InNestingHabitat.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;3754;Gallinago gallinago;enkeltbekkasin;Fugler;Line Selvaag;20.06.1995 00:00:00;Kleivvatnet øst, Kleivvatnet, Andøy, No;309.0;Andøy;Nordland;1;69,306737;16,101727;POINT (543446 7688956);species;;Reir med 4 egg Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;4437;Acrocephalus schoenobaenus;sivsanger;Fugler;Line Selvaag;20.06.1995 00:00:00;Kleivvatnet øst, Kleivvatnet, Andøy, No;309.0;Andøy;Nordland;1;69,306737;16,101727;POINT (543446 7688956);species;;Syngende hann.  Observatør/kilde: Stokke, M. 2005. Fugleregistreringer ved Andøya Flystasjon i perioden 1990-1997. Utskrift av feltdagbøker. Upublisert..;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;9;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;1;69,307254;16,095034;POINT (543181 7689009);species;;;female;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
LC;204585;Mareca penelope;brunnakke;Fugler;Jørn Helge Magnussen;11.07.2011 00:00:00;Kleivvatnet, Andøy, No;300.0;Andøy;Nordland;2;69,307254;16,095034;POINT (543181 7689009);species;reproductive;Activity: RecentlyFledgedYoung.;;No;No;No;No;No;No;No;No;Species/subspecies ID not found in Excel
